"Issue Type","Summary","Test Case ID","Module","Feature","Priority","Severity","Preconditions","Test Steps","Test Data","Expected Result","Actual Result","Status","Labels"
"Test","TC-PAY-015 - Webhook topup","TC-PAY-015","Payment","Webhook topup","High","Critical","Có topup PENDING khớp orderCode","POST /webhook success đúng amount","valid signed body","200; cộng số dư ví, topup=SUCCESS, ghi giao dịch TOPUP","","","Payment"
"Test","TC-PAY-016 - Webhook/idempotent","TC-PAY-016","Payment","Webhook/idempotent","High","Critical","topup đã SUCCESS","Gửi lại webhook cùng orderCode","duplicate","200 `{status:SUCCESS, duplicated:true}`; **không** cộng tiền lần 2","","","Payment"
"Test","TC-PAY-017 - Webhook/signature","TC-PAY-017","Payment","Webhook/signature","High","Critical","—","Webhook chữ ký sai/giả","tampered","200 `{code:""01""}` nhưng **không** xử lý (verifyPaymentWebhookData ném lỗi) — không cộng tiền","","","Payment"
"Test","TC-PAY-018 - Webhook/amount-mismatch","TC-PAY-018","Payment","Webhook/amount-mismatch","High","Critical","topup 100k, webhook báo 50k","POST /webhook","mismatch","Không cộng tiền; lỗi ""Số tiền PayOS không khớp giao dịch nạp tiền"" (200 wrapper)","","","Payment"
"Test","TC-PAY-019 - Webhook/fail","TC-PAY-019","Payment","Webhook/fail","Medium","High","topup PENDING, webhook báo fail","POST /webhook code!=00","fail","topup=FAILED, không cộng tiền","","","Payment"
"Test","TC-PAY-020 - Webhook/wallet-inactive","TC-PAY-020","Payment","Webhook/wallet-inactive","Medium","High","Ví bị khóa giữa chừng","webhook success","—","Conflict ""Ví nhận tiền không hoạt động"", rollback, không cộng tiền","","","Payment"
"Test","TC-PAY-021 - Webhook/concurrent","TC-PAY-021","Payment","Webhook/concurrent","High","Critical","1 topup","2 webhook cùng orderCode **đồng thời**","song song","lockTopupByOrderCode (FOR UPDATE) → chỉ 1 cộng tiền","","","Payment"
"Test","TC-PAY-022 - Webhook/rollback","TC-PAY-022","Payment","Webhook/rollback","Medium","High","Lỗi giữa transaction","mô phỏng lỗi DB","—","ROLLBACK: số dư & topup không đổi","","","Payment"
"Test","TC-PAY-023 - Webhook/always-200","TC-PAY-023","Payment","Webhook/always-200","High","High","body rác","POST /webhook `{}`","invalid","HTTP 200 (wrapper) với code ""01"" — PayOS không retry vô hạn","","","Payment"
"Test","TC-PAY-024 - Webhook invoice","TC-PAY-024","Payment","Webhook invoice","High","Critical","orderCode không phải topup, là invoice_payment PENDING","POST /webhook success đúng amount","valid","Invoice=PAID, applyCashback, completeOrders, bàn→SERVING, invoice_payment=SUCCESS; clear Redis voucher/intent","","","Payment"
"Test","TC-PAY-025 - Webhook invoice/idempotent","TC-PAY-025","Payment","Webhook invoice/idempotent","High","Critical","invoice_payment đã SUCCESS","webhook lại","duplicate","`{status:SUCCESS,duplicated:true}`, không xử lý lại","","","Payment"
"Test","TC-PAY-026 - Webhook invoice/amount","TC-PAY-026","Payment","Webhook invoice/amount","High","High","amount không khớp","webhook","mismatch","""Số tiền PayOS không khớp hóa đơn"", rollback","","","Payment"
"Test","TC-PAY-027 - Webhook invoice/points","TC-PAY-027","Payment","Webhook invoice/points","Medium","Medium","Invoice có customer_id","webhook success","—","Cộng điểm theo `invoice.amount` sau commit (lỗi cộng điểm không rollback thanh toán)","","","Payment"
"Test","TC-PAY-028 - Webhook invoice/not-found","TC-PAY-028","Payment","Webhook invoice/not-found","Medium","Medium","orderCode lạ (không topup, không invoice)","webhook","—","`{status:IGNORED,reason:PAYMENT_NOT_FOUND}`","","","Payment"
"Test","TC-QR-001 - Request","TC-QR-001","QR Pay","Request","High","Critical","Staff đăng nhập, khách tồn tại","POST /request","`{customerId,amount,tableId,invoiceId}`","200, trả requestId; push SSE `pending:<cid>`; Redis set TTL 120s","","","QR-Pay"
"Test","TC-QR-002 - Request/token","TC-QR-002","QR Pay","Request/token","High","Critical","Khách đã sinh payment token PAY-...","POST /request customerId=`PAY-...`","token","Trừ tiền **ngay** (settle), xóa token, trả fakeRequestId SUCCESS","","","QR-Pay"
"Test","TC-QR-003 - Request/token-expired","TC-QR-003","QR Pay","Request/token-expired","High","High","Token PAY-... hết hạn (>60s)","POST /request","expired","400 ""Mã thanh toán không hợp lệ hoặc đã hết hạn""","","","QR-Pay"
"Test","TC-QR-004 - Request/token-reuse","TC-QR-004","QR Pay","Request/token-reuse","High","Critical","Token PAY-... đã dùng","POST /request lại","reuse","400 (token đã xóa sau lần dùng) — không trừ tiền 2 lần","","","QR-Pay"
"Test","TC-QR-005 - Request/customer","TC-QR-005","QR Pay","Request/customer","High","High","customerId/phone không tồn tại","POST /request","id lạ","400 ""Không tìm thấy khách hàng này trong hệ thống""","","","QR-Pay"
"Test","TC-QR-006 - Request/validation","TC-QR-006","QR Pay","Request/validation","High","High","Staff","amount = 0","`amount:0`","400 ""Số tiền phải > 0""","","","QR-Pay"
"Test","TC-QR-007 - Request/validation","TC-QR-007","QR Pay","Request/validation","High","High","Staff","thiếu tableId","bỏ","400 ""Thiếu bàn""","","","QR-Pay"
"Test","TC-QR-008 - Request/permission","TC-QR-008","QR Pay","Request/permission","High","Critical","Token customer (không phải staff)","POST /internal/qr-payment/request","customer token","403 (authorize staff roles)","","","QR-Pay"
"Test","TC-QR-009 - Request/permission","TC-QR-009","QR Pay","Request/permission","High","High","Chưa đăng nhập","POST /request","—","401","","","QR-Pay"
"Test","TC-QR-010 - Request/token-settle-insufficient","TC-QR-010","QR Pay","Request/token-settle-insufficient","High","Critical","Token PAY-..., số dư < amount","POST /request","—","400 ""Số dư trong ví không đủ...""; rollback, không trừ","","","QR-Pay"
"Test","TC-QR-011 - Confirm ACCEPT","TC-QR-011","QR Pay","Confirm ACCEPT","High","Critical","Có request PENDING của mình, đủ số dư, PIN đúng","POST /confirm ACCEPT + pin","`{requestId,action:""ACCEPT"",pin}`","200 ""Thanh toán thành công""; trừ ví, invoice PAID, cashback, cộng điểm; xóa PENDING","","","QR-Pay"
"Test","TC-QR-012 - Confirm REJECT","TC-QR-012","QR Pay","Confirm REJECT","High","High","request PENDING","POST /confirm REJECT","`{requestId,action:""REJECT""}`","200 ""Đã hủy yêu cầu thanh toán""; status REJECTED, không trừ tiền","","","QR-Pay"
"Test","TC-QR-013 - Confirm/pin-missing","TC-QR-013","QR Pay","Confirm/pin-missing","High","High","request PENDING","ACCEPT không pin","thiếu pin","400 ""Vui lòng nhập mã PIN""","","","QR-Pay"
"Test","TC-QR-014 - Confirm/pin-wrong","TC-QR-014","QR Pay","Confirm/pin-wrong","High","Critical","request PENDING","ACCEPT sai PIN","pin sai","400 ""Mã PIN sai..."" (verifyPaymentPin); không trừ tiền; tăng attempts","","","QR-Pay"
"Test","TC-QR-015 - Confirm/pin-lock","TC-QR-015","QR Pay","Confirm/pin-lock","High","Critical","Đã sai PIN 5 lần","ACCEPT","—","403 khóa 1 giờ; không trừ tiền","","","QR-Pay"
"Test","TC-QR-016 - Confirm/insufficient","TC-QR-016","QR Pay","Confirm/insufficient","High","Critical","request PENDING, số dư không đủ","ACCEPT + PIN đúng","—","400 ""Số dư trong ví không đủ...""; rollback","","","QR-Pay"
"Test","TC-QR-017 - Confirm/IDOR","TC-QR-017","QR Pay","Confirm/IDOR","High","Critical","request của khách B","Khách A POST /confirm requestId của B","A token","400 ""Yêu cầu thanh toán không thuộc về bạn""","","","QR-Pay"
"Test","TC-QR-018 - Confirm/expired","TC-QR-018","QR Pay","Confirm/expired","High","High","request hết hạn (>120s)","POST /confirm","expired","404 ""Yêu cầu thanh toán không tồn tại hoặc đã hết hạn""","","","QR-Pay"
"Test","TC-QR-019 - Confirm/double","TC-QR-019","QR Pay","Confirm/double","High","Critical","request đã SUCCESS","POST /confirm lại","duplicate","400 ""Yêu cầu này đã được xử lý"" — không trừ 2 lần","","","QR-Pay"
"Test","TC-QR-020 - Confirm/race","TC-QR-020","QR Pay","Confirm/race","High","Critical","1 request PENDING","2 lần ACCEPT **đồng thời**","song song","⚠️ASSUMED: lockWallet bảo vệ số dư, nhưng check `status!=PENDING` ở Redis không atomic với settle → rủi ro double-charge. Kiểm tra kỹ, ghi nhận","","","QR-Pay"
"Test","TC-QR-021 - Confirm/validation","TC-QR-021","QR Pay","Confirm/validation","Medium","Medium","—","action = ""MAYBE""","invalid","400 ""action phải là ACCEPT hoặc REJECT""","","","QR-Pay"
"Test","TC-QR-022 - Confirm/permission","TC-QR-022","QR Pay","Confirm/permission","High","High","Chưa verified/PIN","POST /confirm","—","403 (requireVerifiedEmail + requirePaymentPin)","","","QR-Pay"
"Test","TC-QR-023 - Gen payment token","TC-QR-023","QR Pay","Gen payment token","High","High","verified+PIN","POST /generate-token","Bearer","200, token `PAY-<uuid>`, expiresIn 60; Redis TTL 60s","","","QR-Pay"
"Test","TC-QR-024 - Gen scan token voucher","TC-QR-024","QR Pay","Gen scan token voucher","High","High","Khách có voucher unused","POST /scan-token kind=voucher","`{kind:""voucher"",customerVoucherId}`","200, token QRS-... TTL 120s, payload có voucherCode","","","QR-Pay"
"Test","TC-QR-025 - Gen scan token/voucher-invalid","TC-QR-025","QR Pay","Gen scan token/voucher-invalid","High","High","Voucher đã dùng/không của mình","POST /scan-token","id lạ","400 ""Voucher không hợp lệ, không thuộc về bạn hoặc đã được sử dụng""","","","QR-Pay"
"Test","TC-QR-026 - Gen scan token/validation","TC-QR-026","QR Pay","Gen scan token/validation","Medium","Medium","—","kind=voucher thiếu customerVoucherId","bỏ","400 ""Thiếu customerVoucherId cho mã voucher"" (refine)","","","QR-Pay"
"Test","TC-QR-027 - Gen scan token member","TC-QR-027","QR Pay","Gen scan token member","Medium","Medium","Đăng nhập","POST /scan-token kind=member","`{kind:""member""}`","200, token type MEMBER (không cần voucher)","","","QR-Pay"
"Test","TC-QR-028 - Scan token/one-time","TC-QR-028","QR Pay","Scan token/one-time","High","High","Nhân viên quét token 1 lần","resolveScanToken","valid","Trả payload rồi **xóa** token; quét lần 2 → 404 hết hạn","","","QR-Pay"
"Test","TC-QR-029 - Get pending","TC-QR-029","QR Pay","Get pending","High","High","Có request PENDING","GET /pending","Bearer+PIN","200 `{hasPending:true, amount, items,...}`","","","QR-Pay"
"Test","TC-QR-030 - Get pending","TC-QR-030","QR Pay","Get pending","Medium","Medium","Không có request","GET /pending","Bearer+PIN","200 `{hasPending:false}`","","","QR-Pay"
"Test","TC-QR-031 - Get pending/permission","TC-QR-031","QR Pay","Get pending/permission","High","High","Chưa có PIN","GET /pending","Bearer","403 (requirePaymentPin)","","","QR-Pay"
"Test","TC-QR-032 - SSE stream","TC-QR-032","QR Pay","SSE stream","Medium","High","Có PIN","GET /stream","Bearer+PIN","Kết nối SSE mở; nhận `event: pending` khi staff gửi; heartbeat 25s","","","QR-Pay"
"Test","TC-QR-033 - SSE/reconnect","TC-QR-033","QR Pay","SSE/reconnect","Low","Medium","Đang có pending","Reconnect /stream","—","Gửi ngay trạng thái hiện tại (bao phủ reconnect)","","","QR-Pay"
"Test","TC-QR-034 - SSE/close","TC-QR-034","QR Pay","SSE/close","Low","Low","Đang stream","Client đóng kết nối","—","Server cleanup listener + interval (không leak)","","","QR-Pay"
"Test","TC-QR-035 - Invoice history","TC-QR-035","QR Pay","Invoice history","High","High","Có hóa đơn","GET /invoices","Bearer+PIN","200, lịch sử hóa đơn của chính khách","","","QR-Pay"
"Test","TC-QR-036 - Invoice detail/IDOR","TC-QR-036","QR Pay","Invoice detail/IDOR","High","Critical","Hóa đơn của khách B","GET /invoices/:id (của B)","A token","404 ""Không tìm thấy hóa đơn"" (repo lọc theo customerId)","","","QR-Pay"
"Test","TC-QR-037 - Cancel (staff)","TC-QR-037","QR Pay","Cancel (staff)","Medium","Medium","request PENDING","POST /internal/qr-payment/cancel","`{requestId}`","200; status REJECTED, xóa PENDING của khách","","","QR-Pay"
"Test","TC-QR-038 - Status (staff)","TC-QR-038","QR Pay","Status (staff)","Medium","Medium","request tồn tại","GET /internal/qr-payment/status/:id","—","200, trạng thái hiện tại; hết hạn → 404","","","QR-Pay"
"Test","TC-QR-039 - Perf/SSE","TC-QR-039","QR Pay","Perf/SSE","Low","Medium","1000 khách stream đồng thời","load","—","⚠️ASSUMED: EventEmitter maxListeners=0; đo memory/connection limit. Ghi nhận","","","QR-Pay"
"Test","TC-QR-040 - Redis-down","TC-QR-040","QR Pay","Redis-down","Medium","High","Redis mất kết nối","GET /pending, POST /confirm","—","Xử lý lỗi rõ ràng (không 500 lộ stack); pending là source-of-truth ở Redis → tính sẵn sàng phụ thuộc Redis","","","QR-Pay"
"Test","TC-IAUTH-001 - Login","TC-IAUTH-001","Internal Auth","Login","High","Critical","Nhân viên active","POST /login đúng","`{email,password}`","200, accessToken/refreshToken có `type` internal + role + company_id + branch_id","","","Internal-Auth"
"Test","TC-IAUTH-002 - Login","TC-IAUTH-002","Internal Auth","Login","High","Critical","—","Sai mật khẩu","sai","400 thông báo chung (không lộ user/pass)","","","Internal-Auth"
"Test","TC-IAUTH-003 - Login","TC-IAUTH-003","Internal Auth","Login","High","High","Nhân viên bị khóa/nghỉ việc","POST /login","valid","403 tài khoản bị khóa","","","Internal-Auth"
"Test","TC-IAUTH-004 - Login/429","TC-IAUTH-004","Internal Auth","Login/429","High","High","authLimiter","Spam login sai","flood","429 sau ngưỡng","","","Internal-Auth"
"Test","TC-IAUTH-005 - Login/validation","TC-IAUTH-005","Internal Auth","Login/validation","Medium","Medium","—","Email sai format","`""abc""`","400","","","Internal-Auth"
"Test","TC-IAUTH-006 - Refresh","TC-IAUTH-006","Internal Auth","Refresh","High","High","Token internal hợp lệ","POST /refresh-token","valid","200 cấp token mới","","","Internal-Auth"
"Test","TC-IAUTH-007 - Refresh/type","TC-IAUTH-007","Internal Auth","Refresh/type","High","Critical","Token **customer**","POST /internal/auth/refresh-token","customer token","403 sai loại tài khoản (không cho customer mượn quyền internal)","","","Internal-Auth"
"Test","TC-IAUTH-008 - Refresh","TC-IAUTH-008","Internal Auth","Refresh","Medium","High","Nhân viên bị khóa sau khi cấp token","Refresh","valid","403 tài khoản bị khóa","","","Internal-Auth"
"Test","TC-IAUTH-009 - JWT/tamper","TC-IAUTH-009","Internal Auth","JWT/tamper","High","Critical","—","Sửa role trong token thành SUPER_ADMIN","tampered","401 (chữ ký sai) — không leo thang quyền","","","Internal-Auth"
"Test","TC-IAUTH-010 - Logout","TC-IAUTH-010","Internal Auth","Logout","Low","Low","Đã login","POST /logout","—","200","","","Internal-Auth"
"Test","TC-IAUTH-011 - audit","TC-IAUTH-011","Internal Auth","audit","Medium","Medium","autoAuditMiddleware bật trên /internal","Gọi endpoint internal","—","Ghi audit log hành động (kiểm tra module Audit)","","","Internal-Auth"
"Test","TC-TBL-001 - List sections","TC-TBL-001","Tables","List sections","High","High","Staff đăng nhập","GET /sections","Bearer","200, khu vực trong chi nhánh của mình","","","Tables"
"Test","TC-TBL-002 - Create section","TC-TBL-002","Tables","Create section","High","High","Manager","POST /sections","`{name,...}`","201 tạo khu vực","","","Tables"
"Test","TC-TBL-003 - Create section/permission","TC-TBL-003","Tables","Create section/permission","High","High","WAITER","POST /sections","Bearer","403 (managerOnly)","","","Tables"
"Test","TC-TBL-004 - Delete section/permission","TC-TBL-004","Tables","Delete section/permission","High","High","WAITER","DELETE /sections/:id","Bearer","403","","","Tables"
"Test","TC-TBL-005 - Delete section/FK","TC-TBL-005","Tables","Delete section/FK","High","High","Section còn bàn","DELETE /sections/:id","Bearer","⚠️ASSUMED: FK ràng buộc → 409/400 không cho xóa khi còn bàn, hoặc soft-delete. Kiểm tra hành vi","","","Tables"
"Test","TC-TBL-006 - List tables","TC-TBL-006","Tables","List tables","High","High","Staff","GET /tables","Bearer","200, bàn trong chi nhánh","","","Tables"
"Test","TC-TBL-007 - Create table","TC-TBL-007","Tables","Create table","High","High","Staff","POST /tables","`{name,capacity,section_id}`","201","","","Tables"
"Test","TC-TBL-008 - Create table/validation","TC-TBL-008","Tables","Create table/validation","Medium","Medium","Staff","capacity = 0 / âm","`capacity:0`","400 (số chỗ > 0)","","","Tables"
"Test","TC-TBL-009 - Update table","TC-TBL-009","Tables","Update table","Medium","Medium","Staff","PUT /tables/:id","valid","200","","","Tables"
"Test","TC-TBL-010 - Change status","TC-TBL-010","Tables","Change status","High","High","Staff","PATCH /tables/:id/status","`{status:""SERVING""}`","200; chỉ status hợp lệ (EMPTY/SERVING/WAIT_PAYMENT/RESERVED...)","","","Tables"
"Test","TC-TBL-011 - Change status/invalid","TC-TBL-011","Tables","Change status/invalid","Medium","Medium","Staff","status = ""FLYING""","invalid","400","","","Tables"
"Test","TC-TBL-012 - Delete table","TC-TBL-012","Tables","Delete table","High","High","Manager","DELETE /tables/:id","—","200/204","","","Tables"
"Test","TC-TBL-013 - Delete table/in-use","TC-TBL-013","Tables","Delete table/in-use","High","Critical","Bàn đang SERVING","DELETE /tables/:id","—","⚠️ASSUMED: nên chặn xóa bàn đang có khách. Kiểm tra, ghi nhận","","","Tables"
"Test","TC-TBL-014 - Scope/IDOR","TC-TBL-014","Tables","Scope/IDOR","High","Critical","Manager chi nhánh A","GET/PUT bàn của chi nhánh B","id B","403/404 (assertBranchScope) — không thao tác chi nhánh khác","","","Tables"
"Test","TC-TBL-015 - 404","TC-TBL-015","Tables","404","Medium","Low","Staff","GET /tables/999999","—","404","","","Tables"
"Test","TC-TBL-016 - Concurrency","TC-TBL-016","Tables","Concurrency","Medium","High","2 nhân viên đổi status cùng bàn","đồng thời","—","Không lẫn trạng thái; state cuối nhất quán (kiểm tra lock)","","","Tables"
"Test","TC-TBL-017 - UI FloorMap","TC-TBL-017","Tables","UI FloorMap","Low","Low","—","Xem FloorMapPage","—","Màu theo status; responsive; realtime cập nhật","","","Tables"
"Test","TC-ORD-001 - Create","TC-ORD-001","Order","Create","High","Critical","WAITER, bàn hợp lệ","POST /","`{table_id,order_items:[{menu_item_id,quantity:2}]}`","201, tạo order, bàn → SERVING","","","Order"
"Test","TC-ORD-002 - Create/empty","TC-ORD-002","Order","Create/empty","Medium","Medium","WAITER","POST / không món","`{table_id}`","201 order rỗng (order_items default []) — kiểm tra hành vi mong muốn","","","Order"
"Test","TC-ORD-003 - Create/validation","TC-ORD-003","Order","Create/validation","High","High","WAITER","thiếu table_id","bỏ","400 ""Thiếu bàn""","","","Order"
"Test","TC-ORD-004 - Create/validation","TC-ORD-004","Order","Create/validation","High","High","WAITER","quantity = 0","`quantity:0`","400 ""Số lượng phải > 0""","","","Order"
"Test","TC-ORD-005 - Create/validation","TC-ORD-005","Order","Create/validation","Medium","Medium","WAITER","menu_item_id không tồn tại","id lạ","400 (món không hợp lệ)","","","Order"
"Test","TC-ORD-006 - Create/permission","TC-ORD-006","Order","Create/permission","High","High","KITCHEN (không canWrite)","POST /","Bearer","403","","","Order"
"Test","TC-ORD-007 - Create/scope","TC-ORD-007","Order","Create/scope","High","Critical","WAITER chi nhánh A","POST / table của B","table B","403/400 (bàn không thuộc chi nhánh)","","","Order"
"Test","TC-ORD-008 - Add items","TC-ORD-008","Order","Add items","High","High","Order đang mở","PUT /:id/items","`{items:[...]}`","200, thêm món, cập nhật tổng","","","Order"
"Test","TC-ORD-009 - Add items/empty","TC-ORD-009","Order","Add items/empty","Medium","Medium","—","PUT /:id/items items rỗng","`{items:[]}`","400 ""Phải có ít nhất 1 món""","","","Order"
"Test","TC-ORD-010 - Add items/closed","TC-ORD-010","Order","Add items/closed","High","High","Order đã COMPLETED","PUT /:id/items","—","400 (không thêm món vào đơn đã đóng)","","","Order"
"Test","TC-ORD-011 - Create/boundary","TC-ORD-011","Order","Create/boundary","Medium","Medium","WAITER","quantity cực lớn 999999","như bên","⚠️ASSUMED: không max → đề xuất giới hạn; kiểm tra tồn kho","","","Order"
"Test","TC-ORD-012 - Create/double","TC-ORD-012","Order","Create/double","High","High","WAITER","Double-click gửi order","2 request","⚠️ASSUMED: có thể tạo 2 order/nhân đôi món. Đề xuất idempotency. Ghi nhận","","","Order"
"Test","TC-ORD-013 - Create/SQLi","TC-ORD-013","Order","Create/SQLi","High","Critical","WAITER","note SQLi","như bên","Parametrized","","","Order"
"Test","TC-ORD-014 - Kitchen queue","TC-ORD-014","Order","Kitchen queue","High","High","KITCHEN","GET /kitchen/queue","Bearer","200, hàng đợi món chi nhánh","","","Order"
"Test","TC-ORD-015 - Kitchen SSE","TC-ORD-015","Order","Kitchen SSE","Medium","High","KITCHEN","GET /kitchen/stream","Bearer","SSE push món mới thay polling; heartbeat","","","Order"
"Test","TC-ORD-016 - Start cooking","TC-ORD-016","Order","Start cooking","High","Critical","KITCHEN, order có món","POST /:id/cook","—","Món → COOKING, **trừ kho** nguyên liệu","","","Order"
"Test","TC-ORD-017 - Start cooking/stock","TC-ORD-017","Order","Start cooking/stock","High","Critical","Nguyên liệu không đủ","POST /:id/cook","—","⚠️ASSUMED: báo lỗi thiếu kho hoặc cho âm? Kiểm tra business rule tồn kho","","","Order"
"Test","TC-ORD-018 - Start cooking/double","TC-ORD-018","Order","Start cooking/double","High","High","Đã cook","POST /:id/cook lại","—","Không trừ kho 2 lần (idempotent theo trạng thái)","","","Order"
"Test","TC-ORD-019 - Item kitchen status","TC-ORD-019","Order","Item kitchen status","High","High","KITCHEN","PATCH /items/:itemId/kitchen-status","`{status:""READY""}`","200, chuyển đúng WAITING→COOKING→READY→SERVED","","","Order"
"Test","TC-ORD-020 - Item status/invalid","TC-ORD-020","Order","Item status/invalid","Medium","Medium","KITCHEN","status = ""BURNT""","invalid","400","","","Order"
"Test","TC-ORD-021 - Scan item QR","TC-ORD-021","Order","Scan item QR","High","High","KITCHEN, phiếu món hợp lệ","POST /kitchen/scan","`{qrCode}`","Món → READY + trừ kho; QR hợp lệ","","","Order"
"Test","TC-ORD-022 - Scan item QR/invalid","TC-ORD-022","Order","Scan item QR/invalid","Medium","Medium","KITCHEN","qrCode sai/hết hạn","invalid","400/404","","","Order"
"Test","TC-ORD-023 - Scan item QR/reuse","TC-ORD-023","Order","Scan item QR/reuse","High","High","Đã quét 1 lần","Quét lại cùng QR","reuse","Không trừ kho 2 lần","","","Order"
"Test","TC-ORD-024 - Preorder list","TC-ORD-024","Order","Preorder list","High","High","KITCHEN","GET /kitchen/preorders","Bearer","200, đơn SCHEDULED đã gán bàn","","","Order"
"Test","TC-ORD-025 - Preorder permission","TC-ORD-025","Order","Preorder permission","High","High","WAITER (không canPreorder)","GET /kitchen/preorders","Bearer","403","","","Order"
"Test","TC-ORD-026 - Confirm preorder","TC-ORD-026","Order","Confirm preorder","High","Critical","KITCHEN","POST /kitchen/preorders/:rid/confirm","—","Đơn SCHEDULED→CONFIRMED (bếp nấu)","","","Order"
"Test","TC-ORD-027 - Cancel preorder","TC-ORD-027","Order","Cancel preorder","High","Critical","KITCHEN, có cọc","POST /kitchen/preorders/:rid/cancel","—","Hủy đơn + **hoàn cọc** về ví khách","","","Order"
"Test","TC-ORD-028 - Preorder reschedule alert","TC-ORD-028","Order","Preorder reschedule alert","Medium","Medium","Phiếu đặt đã đổi ngày/giờ (rescheduled_at)","GET /kitchen/preorders","—","Hiển thị cảnh báo đổi lịch (migration 023)","","","Order"
"Test","TC-ORD-029 - Cancel-request","TC-ORD-029","Order","Cancel-request","High","High","WAITER, món đã gửi bếp","POST /:oid/items/:oiid/cancel-request","`{reason}`","Tạo yêu cầu hủy, bếp quyết định (module Cancel)","","","Order"
"Test","TC-ORD-030 - Get","TC-ORD-030","Order","Get","Medium","Medium","canRead","GET /:id","valid","200 chi tiết đơn","","","Order"
"Test","TC-ORD-031 - Get/scope","TC-ORD-031","Order","Get/scope","High","Critical","Chi nhánh A xem đơn B","GET /:id (B)","A token","403/404","","","Order"
"Test","TC-ORD-032 - Active order for table","TC-ORD-032","Order","Active order for table","High","High","canRead","GET /table/:tableId/active","—","200 đơn đang mở của bàn","","","Order"
"Test","TC-ORD-033 - 401","TC-ORD-033","Order","401","High","High","—","Mọi endpoint không token","—","401","","","Order"
"Test","TC-ORD-034 - Perf","TC-ORD-034","Order","Perf","Low","Medium","Giờ cao điểm 500 order/phút","load","—","Kitchen queue/SSE không nghẽn; response time chấp nhận","","","Order"
"Test","TC-CHK-001 - Create/CASH","TC-CHK-001","Checkout","Create/CASH","High","Critical","CASHIER, bàn SERVING có món","POST /create-invoice CASH","`{tableId,paymentMethod:""CASH""}`","200 ""Thanh toán thành công. Bàn đã đóng""; invoice PAID; applyCashback; bàn→SERVING(reset); cộng điểm nếu có khách","","","Checkout"
"Test","TC-CHK-002 - Create/TRANSFER","TC-CHK-002","Checkout","Create/TRANSFER","High","Critical","CASHIER","POST /create-invoice TRANSFER","`{tableId,paymentMethod:""TRANSFER""}`","200 trả intent (qrCode/checkoutUrl); invoice UNPAID; bàn→WAIT_PAYMENT; invoice_payment PENDING; Redis intent TTL 600s","","","Checkout"
"Test","TC-CHK-003 - Create/APP","TC-CHK-003","Checkout","Create/APP","High","Critical","CASHIER, đã gán khách (scan member)","POST /create-invoice APP","`{tableId,paymentMethod:""APP"",customerId}`","200, push yêu cầu QR tới app khách; bàn→WAIT_PAYMENT; intent TTL 300s","","","Checkout"
"Test","TC-CHK-004 - Create/APP-no-customer","TC-CHK-004","Checkout","Create/APP-no-customer","High","High","CASHIER, chưa gán khách","POST /create-invoice APP","không customer","400 ""Chưa có thông tin khách hàng...quét mã thẻ thành viên...""","","","Checkout"
"Test","TC-CHK-005 - Create/DEBT","TC-CHK-005","Checkout","Create/DEBT","High","High","CASHIER/Manager","POST create-invoice DEBT","`paymentMethod:""DEBT""`","200 ""Đã lưu công nợ""; invoice UNPAID; bàn→SERVING","","","Checkout"
"Test","TC-CHK-006 - Create/DEBT-permission","TC-CHK-006","Checkout","Create/DEBT-permission","High","Critical","WAITER (nếu tới được service)","DEBT","Bearer","400 ""Chỉ Thu ngân hoặc Quản lý mới được phép Ghi nợ""","","","Checkout"
"Test","TC-CHK-007 - Voucher applied","TC-CHK-007","Checkout","Voucher applied","High","Critical","Bàn đã áp voucher (Redis table_voucher)","POST /create-invoice CASH","—","Tổng tiền trừ discountAmount (không âm, Math.max 0); markCustomerVoucherUsed","","","Checkout"
"Test","TC-CHK-008 - Deposit applied","TC-CHK-008","Checkout","Deposit applied","High","Critical","Bàn gắn phiếu đặt có cọc HELD","POST /create-invoice","—","Trừ cọc vào tổng phải trả (`Math.min(deposit,total)`); markDepositApplied","","","Checkout"
"Test","TC-CHK-009 - Deposit excess refund","TC-CHK-009","Checkout","Deposit excess refund","High","High","Cọc > hóa đơn","POST /create-invoice","—","Hoàn phần thừa (`deposit-applied`) về ví khách","","","Checkout"
"Test","TC-CHK-010 - No items","TC-CHK-010","Checkout","No items","High","High","Bàn chưa có món","POST /create-invoice","—","400 ""Bàn chưa có món nào để thanh toán""","","","Checkout"
"Test","TC-CHK-011 - Table status","TC-CHK-011","Checkout","Table status","High","High","Bàn EMPTY","POST /create-invoice","—","400 ""Bàn không ở trạng thái phục vụ""","","","Checkout"
"Test","TC-CHK-012 - Table not found","TC-CHK-012","Checkout","Table not found","Medium","Medium","tableId lạ","POST /create-invoice","—","404 ""Không tìm thấy bàn""","","","Checkout"
"Test","TC-CHK-013 - Cashback rank","TC-CHK-013","Checkout","Cashback rank","High","High","Khách hạng gold, CASH","POST /create-invoice","—","applyCashback đúng tỷ lệ theo hạng (module Cashback)","","","Checkout"
"Test","TC-CHK-014 - Points after pay","TC-CHK-014","Checkout","Points after pay","Medium","Medium","CASH có khách","POST /create-invoice","—","Cộng điểm theo totalAmount (sau commit, lỗi cộng điểm không rollback bill)","","","Checkout"
